,dataset,content_id,asset_id,ref_name,dis_name,width,height,DMOS,VMAF_feature_adm2_score,VMAF_feature_motion_score,VMAF_feature_vif_scale0_score,VMAF_feature_vif_scale1_score,VMAF_feature_vif_scale2_score,VMAF_feature_vif_scale3_score,VMAF_score
0,NFLX_mobile,1,11,cont_5.yuv,cont_5_seq_0.yuv,1920,1080,116.26050256,0.7210578813239316,10.682510801470588,0.21935638587292797,0.431526790071352,0.5481681065356885,0.6457235363772498,41.27061759386357
0,NFLX_mobile,1,12,cont_5.yuv,cont_5_seq_1.yuv,1920,1080,94.88609898,0.5307116303547623,10.682510801470588,0.09154301963811945,0.18623010015774422,0.24115045833791346,0.29174748737223377,13.744904419585513
0,NFLX_mobile,1,13,cont_5.yuv,cont_5_seq_2.yuv,1920,1080,76.51846811,0.6132868962813964,10.682510801470588,0.14799723226945988,0.2843832682222403,0.3737887010774723,0.470173886397632,18.8373246527729
0,NFLX_mobile,1,14,cont_5.yuv,cont_5_seq_3.yuv,1920,1080,84.56423849,0.5296959065014969,10.682510801470588,0.095595808124603,0.1934459578780477,0.254923955485667,0.31714830552738454,11.422391717574389
0,NFLX_mobile,1,15,cont_5.yuv,cont_5_seq_4.yuv,1920,1080,83.12164798,0.6449490925698175,10.682510801470588,0.16373806186027376,0.31807680105793745,0.41460474353972954,0.5100959166396717,25.24875544312801
0,NFLX_mobile,1,16,cont_5.yuv,cont_5_seq_5.yuv,1920,1080,88.17974099,0.49256902300001,10.682510801470588,0.07455374820003494,0.1426794779315153,0.17693143073824813,0.20691925832203692,10.869953627417258
0,NFLX_mobile,1,17,cont_5.yuv,cont_5_seq_6.yuv,1920,1080,89.50126953,0.45953354563635607,10.682510801470588,0.05613845965998867,0.10492352478532967,0.1251086576937323,0.1419780910438246,6.447553945364105
0,NFLX_mobile,1,18,cont_5.yuv,cont_5_seq_7.yuv,1920,1080,83.23762229,0.6342010076313164,10.682510801470588,0.1572765379187514,0.3015252949231176,0.3927807134067317,0.48675042205622243,23.117693977107383
0,NFLX_mobile,2,19,cont_6.yuv,cont_6_seq_0.yuv,1920,1080,121.33408353,0.7648761140663406,7.642189875,0.2932779882264412,0.5713534874996279,0.6990507151956977,0.787932184577262,51.96389815828217
0,NFLX_mobile,2,20,cont_6.yuv,cont_6_seq_1.yuv,1920,1080,88.0420575,0.5713089257758499,7.642189875,0.12491661357558155,0.25390349998585027,0.3205154976674729,0.37346695399654645,18.512871639911356
0,NFLX_mobile,2,21,cont_6.yuv,cont_6_seq_2.yuv,1920,1080,79.38867645,0.6553589564825307,7.642189875,0.1919211761788143,0.3625515531486158,0.4661533517646375,0.569952325485696,24.171031083227447
0,NFLX_mobile,2,22,cont_6.yuv,cont_6_seq_3.yuv,1920,1080,84.27898804,0.5661671620902291,7.642189875,0.12379062779502246,0.2521045630625065,0.3250123496261113,0.39186877971918765,15.0035689651948
0,NFLX_mobile,2,23,cont_6.yuv,cont_6_seq_4.yuv,1920,1080,83.86165956,0.6838088126349517,7.642189875,0.21153545802177817,0.4018093183932454,0.5101935795561261,0.6085342305384012,31.350911441998605
0,NFLX_mobile,2,24,cont_6.yuv,cont_6_seq_5.yuv,1920,1080,82.70964603,0.5305413543292087,7.642189875,0.09790148521351637,0.2008345766125334,0.24991954410357523,0.2871004143094039,13.743061161253335
0,NFLX_mobile,2,25,cont_6.yuv,cont_6_seq_6.yuv,1920,1080,92.52067508,0.5283131069736172,7.642189875,0.0981143306590958,0.20109689832459426,0.2501581895799331,0.28721621146799653,13.64538302812712
0,NFLX_mobile,2,26,cont_6.yuv,cont_6_seq_7.yuv,1920,1080,81.69860368,0.6755451468386499,7.642189875,0.20324110071481663,0.38485706157784694,0.49053339472348517,0.5906615758102742,29.06171161988514
